,logFC,AveExpr,t,P.Value,adj.P.Val,B
26499,2.388107903,-0.115546913,10.36170867,1.76E-19,2.38E-18,33.49742065
25878,2.381747257,0.004041346,7.737010599,1.17E-12,7.45E-12,17.94586697
4151,2.368353779,-0.133965234,7.897820913,4.69E-13,3.12E-12,18.85152053
5266,2.368196904,-0.183654493,5.178482124,6.79E-07,2.16E-06,4.949111007
55971,2.363429262,-0.078405328,10.87114096,7.38E-21,1.15E-19,36.64312851
3012,2.360689026,-0.162352091,10.1645883,5.95E-19,7.63E-18,32.28727014
100133941,2.351440139,-0.165123006,8.307667775,4.37E-14,3.29E-13,21.19456905
79017,2.344640473,-0.116298542,14.11017508,1.10E-29,4.68E-28,56.83982833
86,2.344599082,-0.154911716,13.43604477,7.44E-28,2.52E-26,52.6471794
1278,2.343251075,0.001526998,8.662164448,5.42E-15,4.44E-14,23.2576807
8438,2.33883363,-0.193911897,14.45826674,1.25E-30,6.03E-29,58.99525885
79783,2.333532581,-0.135865179,9.589456023,2.04E-17,2.22E-16,28.78518652
196051,2.310338092,-0.104120271,9.059944303,5.04E-16,4.65E-15,25.60783375
638,2.307159546,-0.142734475,8.828843126,2.01E-15,1.74E-14,24.23821185
79682,2.307028584,-0.099959758,11.49450782,1.49E-22,2.77E-21,40.51876778
6857,2.306200183,-0.240369352,7.9870637,2.81E-13,1.91E-12,19.35755994
6472,2.303845844,-0.141925986,14.07975179,1.32E-29,5.57E-28,56.65110285
4885,2.296714122,-0.233873587,5.857604322,2.68E-08,1.02E-07,8.092309524
1114,2.295039098,-0.342501538,5.628424291,8.20E-08,2.94E-07,7.002696499
2543 /// 2574 /// 2575 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 26749 /// 645037 /// 645051 /// 645073 /// 729396 /// 729408 /// 729422 /// 729428 /// 729431 /// 729442 /// 729447 /// 100008586 /// 100101629 /// 100132399,2.293433989,-0.314382186,4.772882172,4.14E-06,1.18E-05,3.202478326
26586 /// 28831,2.290813897,-0.019340564,6.009914877,1.26E-08,5.02E-08,8.831798871
1945,2.287409027,-0.0979965,13.38288842,1.04E-27,3.47E-26,52.31575145
10631,2.287272856,-0.028401102,9.604080434,1.86E-17,2.04E-16,28.87363449
9118,2.281338417,-0.268190903,6.489174981,1.08E-09,4.90E-09,11.23362167
8363,2.281121766,-0.134124997,12.12149597,2.89E-24,6.47E-23,44.43379303
2597,2.275612256,-0.15172377,18.8521317,4.13E-42,1.39E-39,85.2710029
148523,2.274915643,-0.182696274,8.923098932,1.14E-15,1.02E-14,24.79544796
53833,2.272824782,-0.116829787,6.137385011,6.62E-09,2.73E-08,9.459753614
57110,2.272664119,-0.148865382,8.71659824,3.92E-15,3.28E-14,23.57720034
3070,2.26900292,-0.217742068,12.51678024,2.40E-25,6.07E-24,46.90539196
84419,2.263317614,0.112483315,4.893658625,2.44E-06,7.18E-06,3.711717412
195828,2.261125642,-0.149714008,9.341747358,9.19E-17,9.32E-16,27.29248249
9212,2.260937203,-0.178933186,16.02333088,8.18E-35,7.49E-33,68.57558517
2267,2.25828121,-0.043554647,4.648270419,7.07E-06,1.94E-05,2.687037225
55038,2.255908197,-0.145920019,12.84724703,3.00E-26,8.55E-25,48.97139108
26011,2.248303661,-0.126332857,10.10409588,8.64E-19,1.09E-17,31.91681546
54845,2.245587703,-0.06939004,9.377862828,7.38E-17,7.57E-16,27.50945557
90417,2.244583859,-0.186192728,11.44007814,2.09E-22,3.84E-21,40.1795182
100216479 /// 100288897,2.244526125,-0.346900098,7.145211233,3.21E-11,1.73E-10,14.6878304
26472,2.232034063,-0.141455003,14.56395242,6.50E-31,3.22E-29,59.64816337
1047,2.229642055,-0.289373229,6.644552293,4.77E-10,2.26E-09,12.03524975
2139,2.222444732,-0.214079931,6.609314662,5.75E-10,2.70E-09,11.85251251
5557,2.220490229,-0.164989968,11.31409754,4.61E-22,8.12E-21,39.39483702
100506696,2.219505805,-0.134592698,12.41450473,4.57E-25,1.12E-23,46.26584423
63979,2.207673058,-0.120422132,12.72201517,6.60E-26,1.79E-24,48.18860765
54908,2.207004585,-0.153132694,13.53452737,4.01E-28,1.41E-26,53.26093777
8936,2.206011525,-0.210495195,10.4237033,1.20E-19,1.65E-18,33.87890389
51155,2.205249604,-0.082094413,14.2673239,4.11E-30,1.83E-28,57.81382614
3833,2.20344676,-0.177179107,16.095899,5.26E-35,5.07E-33,69.0146238
1789,2.19708783,-0.235392888,12.33785385,7.40E-25,1.77E-23,45.78653353
2274,2.195840225,-0.032917558,7.504847821,4.36E-12,2.59E-11,16.65315548
793,2.192368729,-0.168868131,4.946286404,1.93E-06,5.77E-06,3.936538287
55388,2.190818255,-0.148202431,14.40819852,1.71E-30,8.09E-29,58.68569161
5111,2.189436433,-0.158365627,12.6907144,8.04E-26,2.15E-24,47.99292538
4747,2.185087374,-0.367853629,5.636275941,7.90E-08,2.84E-07,7.039554904
28978,2.169833437,-0.167010833,12.51429441,2.44E-25,6.15E-24,46.88984786
140707,2.163467255,-0.152302711,12.27750749,1.08E-24,2.54E-23,45.40919229
222584,2.160938594,-0.156739151,8.940406359,1.03E-15,9.22E-15,24.89797717
3492 /// 3493 /// 3494 /// 3495 /// 3500 /// 3502 /// 3503 /// 3507 /// 28396,2.155646974,-0.035463299,6.970047726,8.34E-11,4.32E-10,13.74820397
51373,2.152086996,-0.147870651,12.46861297,3.25E-25,8.06E-24,46.60419511
91057,2.145912396,-0.161070543,15.30590772,6.62E-33,4.39E-31,64.20901922
1645,2.144461039,0.17626487,5.632796611,8.03E-08,2.89E-07,7.02321751
3493 /// 3500 /// 3507 /// 28396 /// 28442,2.143034732,-0.01768373,6.552489944,7.76E-10,3.58E-09,11.5589808
375444,2.141783915,-0.162832808,11.48786435,1.55E-22,2.89E-21,40.47735339
5437,2.140443435,-0.154891499,14.89127982,8.55E-32,4.77E-30,61.66540396
2707,2.139925547,0.016774269,9.754473202,7.42E-18,8.53E-17,29.78515181
84518,2.137108377,-0.109878481,9.205623471,2.09E-16,2.04E-15,26.47682478
1373,2.133884285,-0.024316568,4.069880215,7.44E-05,0.000174204,0.433622788
145741,2.132704354,-0.110275769,6.077596458,8.95E-09,3.63E-08,9.164205905
84798 /// 692204,2.127379839,-0.148004676,14.53257932,7.90E-31,3.87E-29,59.45442445
2574 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645073 /// 729422 /// 729428 /// 729431 /// 729442 /// 729447 /// 100008586 /// 100132399,2.127179395,-0.297145908,4.564384084,1.01E-05,2.71E-05,2.345865583
55040,2.126721884,-0.119457555,12.24666493,1.31E-24,3.04E-23,45.21634431
6317 /// 6318,2.122626469,-0.082157933,4.827402214,3.26E-06,9.41E-06,3.431190292
83990,2.120267332,-0.156061792,13.62584581,2.26E-28,8.13E-27,53.82970442
3642,2.113048683,-0.371564222,4.813462056,3.47E-06,9.97E-06,3.37252789
1663 /// 440081 /// 642846,2.104691143,-0.163684926,12.48980384,2.85E-25,7.14E-24,46.7367054
100423062,2.104207954,0.043203629,4.648255258,7.07E-06,1.94E-05,2.686975136
114907,2.1027645,-0.147737185,13.87683145,4.71E-29,1.84E-27,55.39104502
389903 /// 102723547,2.100741021,-0.232308763,6.643935976,4.79E-10,2.27E-09,12.03204895
2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645073 /// 729428 /// 100008586,2.093970675,-0.286413203,4.415590019,1.87E-05,4.81E-05,1.752456836
5738,2.089312302,-0.085238452,9.883095234,3.37E-18,4.01E-17,30.56740564
7374,2.088866696,-0.166084057,12.43542729,4.01E-25,9.87E-24,46.39667783
6318,2.088016651,-0.066394707,4.869028073,2.72E-06,7.94E-06,3.607103826
4521,2.087998653,-0.125567103,11.74640255,3.06E-23,6.14E-22,42.09030036
7070,2.083638305,-0.054656132,7.26513653,1.66E-11,9.21E-11,15.3379396
84290,2.081630383,-0.116464941,5.552013719,1.18E-07,4.15E-07,6.645783319
6286,2.081219695,0.09900877,3.556495682,0.000497573,0.001012312,-1.36198723
6657,2.077275272,-0.096487811,8.251637409,6.06E-14,4.49E-13,20.87145525
84306,2.069818819,-0.151440298,13.96099367,2.78E-29,1.13E-27,55.91392311
157567 /// 100128961,2.068477094,-0.15094706,11.51466314,1.31E-22,2.47E-21,40.64442452
375295,2.066231724,-0.167376189,7.755424288,1.06E-12,6.74E-12,18.04915529
5308,2.065076483,-0.142790992,6.271408433,3.34E-09,1.43E-08,10.12862723
4101 /// 266740,2.060831858,-0.238762061,5.869777277,2.53E-08,9.67E-08,8.150968395
771,2.057435581,0.051806283,5.940120515,1.78E-08,6.97E-08,8.491451045
7283,2.056662802,-0.153675404,13.41400917,8.54E-28,2.88E-26,52.50980052
6495,2.056168301,-0.135291109,9.235670442,1.75E-16,1.72E-15,26.65656987
200933,2.051189816,-0.137260539,10.44567193,1.04E-19,1.45E-18,34.0141841
5328,2.05085607,0.016665226,6.062268861,9.67E-09,3.91E-08,9.088725078
4001,2.049354591,-0.14125267,8.777192339,2.74E-15,2.33E-14,23.93368556
2196,2.049110205,-0.134525016,6.25492921,3.63E-09,1.55E-08,10.04591573
163351,2.048361699,-0.088598019,5.738502837,4.81E-08,1.78E-07,7.522522786
8339 /// 8343 /// 8344 /// 8346 /// 8347,2.046073819,-0.147614951,12.08588729,3.61E-24,8.04E-23,44.2112026
57526,2.040552216,-0.222725936,5.40602527,2.36E-07,7.93E-07,5.973018695
645166 /// 654342 /// 100996732 /// 100996735,2.040106662,-0.192796924,9.612937883,1.76E-17,1.94E-16,28.92722075
5307,2.039362527,-0.146790996,9.04039348,5.67E-16,5.19E-15,25.49153273
7371 /// 100500832,2.036835668,-0.193449036,12.00995425,5.83E-24,1.27E-22,43.73660834
3664,2.032411102,0.023666754,7.948593844,3.50E-13,2.36E-12,19.13912721
4057,2.031792434,0.141771952,3.436120194,0.00075591,0.001485803,-1.753470894
91687,2.03171506,-0.136072947,14.84646431,1.13E-31,6.21E-30,61.38967484
26,2.030789108,-0.124610786,5.533314103,1.29E-07,4.51E-07,6.558934169
1294,2.0277269,-0.136568302,8.403755872,2.49E-14,1.92E-13,21.75063256
1894,2.024738573,-0.074247249,12.03761534,4.90E-24,1.07E-22,43.90948376
83416,2.024609374,-0.034911354,6.516156848,9.39E-10,4.30E-09,11.37205389
10016 /// 728613 /// 102724884,2.02251048,-0.135571785,8.766382501,2.92E-15,2.48E-14,23.8700281
1308,2.021793904,-0.084568452,7.068652706,4.88E-11,2.59E-10,14.27567302
10549,2.01430692,-0.070214634,11.65328044,5.49E-23,1.08E-21,41.50906036
259307,2.009824864,-0.036355149,7.402011175,7.75E-12,4.46E-11,16.08641535
101928076,2.009821285,-0.195502569,11.38255609,3.00E-22,5.39E-21,39.82114118
54069,2.009068524,-0.094132813,13.31278622,1.61E-27,5.29E-26,51.87851678
664,2.007962487,-0.122210573,9.809431638,5.30E-18,6.18E-17,30.11910504
9143,2.00279107,-0.120553794,8.864641321,1.62E-15,1.41E-14,24.44962103
3226,2.002702971,-0.189542926,7.662921071,1.79E-12,1.11E-11,17.53138375
8840,2.002593051,-0.00672761,7.773879298,9.52E-13,6.10E-12,18.15278423
10509,1.997022401,-0.049898846,8.087164485,1.58E-13,1.11E-12,19.92798413
2189,1.996958646,-0.139858222,11.64012635,5.96E-23,1.17E-21,41.42697993
27324,1.993359652,-0.07475524,3.99685434,9.86E-05,0.000226329,0.166082212
140707 /// 102659353,1.993109049,-0.165811116,10.24901814,3.53E-19,4.62E-18,32.80505246
151473,1.99111534,0.013559224,5.021292937,1.38E-06,4.21E-06,4.259978329
10360,1.990383898,-0.15660455,10.52453286,6.39E-20,9.10E-19,34.50020291
55061,1.987339648,-0.157080936,7.877785338,5.26E-13,3.47E-12,18.73824406
6624,1.986738429,-0.141944841,8.959864271,9.19E-16,8.24E-15,25.01332177
3514 /// 50802,1.985638335,0.081865941,5.036364444,1.29E-06,3.95E-06,4.325393438
87178,1.984247304,-0.156219583,12.27337219,1.11E-24,2.60E-23,45.38333527
91614,1.980069466,-0.167886347,8.305790191,4.42E-14,3.33E-13,21.18372778
11211,1.979693481,-0.15580591,4.709218326,5.45E-06,1.52E-05,2.937861795
768,1.978966424,-0.161575865,8.767267749,2.90E-15,2.46E-14,23.87524019
3006,1.975145909,-0.051516338,7.829254728,6.94E-13,4.53E-12,18.46437728
6941,1.968809023,-0.126719219,10.34482913,1.95E-19,2.64E-18,33.39362375
51297,1.967598794,-0.083060963,2.463693752,0.014834234,0.023001999,-4.475276008
55706,1.957465079,-0.131095511,12.79140572,4.27E-26,1.18E-24,48.62237259
3537 /// 26586,1.955158532,0.018228916,4.816992265,3.42E-06,9.82E-06,3.38737169
5985,1.954836259,-0.158078822,12.06454621,4.13E-24,9.13E-23,44.07780789
2861 /// 80343,1.953714682,-0.10721021,6.4365529,1.42E-09,6.38E-09,10.96459217
1645 /// 1646 /// 101930400,1.953207193,-0.053107786,3.652619346,0.00035363,0.000737637,-1.041161189
4283,1.950074458,0.089088676,3.524521948,0.000556602,0.00112094,-1.467093796
7286,1.94816182,-0.120887195,8.228841489,6.92E-14,5.10E-13,20.74024067
81930,1.944961495,-0.171615826,9.472375814,4.16E-17,4.37E-16,28.0783523
9297 /// 9298 /// 9299 /// 9300 /// 9301 /// 9302 /// 9303 /// 9304 /// 23642,1.944910969,-0.156732203,11.23442299,7.60E-22,1.30E-20,38.89899723
4436,1.941578554,-0.1530769,9.534462585,2.85E-17,3.05E-16,28.4528986
79000,1.940832617,-0.154486663,16.24219792,2.16E-35,2.22E-33,69.89817977
1646 /// 101930400,1.939110629,0.033775829,3.989093467,0.000101609,0.000232316,0.137880593
5832,1.937644475,-0.094551808,13.51276879,4.60E-28,1.60E-26,53.12536714
154467,1.936269979,-0.130482491,13.01617019,1.04E-26,3.11E-25,50.02685547
79679,1.932066772,-0.122119815,6.082011375,8.75E-09,3.56E-08,9.185968985
85415,1.931872153,-0.154882155,7.116174603,3.76E-11,2.02E-10,14.53124378
388753,1.931641334,-0.129666021,13.1433027,4.67E-27,1.47E-25,50.82079055
388228,1.931285171,-0.160993938,10.00399452,1.60E-18,1.97E-17,31.30480634
56061,1.929351394,-0.13428147,14.47954077,1.10E-30,5.32E-29,59.12674497
65244,1.929056806,-0.116690757,14.69763926,2.84E-31,1.47E-29,60.47296594
552900 /// 654483,1.927529918,-0.113404643,14.26975849,4.05E-30,1.81E-28,57.82890411
51237,1.920457299,0.068426967,4.261393055,3.50E-05,8.60E-05,1.153700041
84823,1.919887816,-0.153111775,10.80948854,1.08E-20,1.66E-19,36.26121493
144501,1.919616011,-0.037529627,7.716372091,1.32E-12,8.32E-12,17.83022862
2709,1.918649472,-0.103935867,7.991139049,2.74E-13,1.87E-12,19.38072575
84722,1.917593327,-0.196396463,9.535649271,2.83E-17,3.04E-16,28.4600637
3492 /// 3493 /// 3494 /// 3495 /// 3500 /// 3501 /// 3502 /// 3507 /// 28396,1.915627645,0.024335627,5.257925446,4.71E-07,1.53E-06,5.303108083
1736 /// 677835 /// 100847052,1.915539489,-0.135626488,13.05403405,8.18E-27,2.49E-25,50.26335433
54742,1.913896511,-0.104935397,9.201552039,2.15E-16,2.08E-15,26.45248212
256764,1.913820717,-0.110572986,10.48427577,8.21E-20,1.16E-18,34.25202135
6659,1.913717764,-0.074093158,11.36749991,3.30E-22,5.88E-21,39.72736348
191,1.91021825,-0.154280948,12.62917924,1.18E-25,3.08E-24,47.60819871
973,1.907703605,-0.022615257,6.120517796,7.21E-09,2.96E-08,9.376195803
494143,1.906547725,-0.095287556,8.148523425,1.10E-13,7.94E-13,20.27907058
138065,1.905775119,-0.136581817,6.361791708,2.10E-09,9.21E-09,10.58456749
8270,1.904341854,-0.138282552,12.95132418,1.56E-26,4.55E-25,49.62175155
80206,1.899318877,-0.19720948,6.41591811,1.58E-09,7.05E-09,10.85944335
7498,1.895561577,-0.089600412,6.830056703,1.78E-10,8.83E-10,13.00606537
55630,1.893797896,-0.088303224,9.321165072,1.04E-16,1.05E-15,27.1689339
9900,1.891813216,-0.240413999,7.935727216,3.77E-13,2.53E-12,19.06616939
3206,1.891611765,-0.161957318,9.293373348,1.23E-16,1.23E-15,27.00223174
429,1.882669239,-0.181808228,4.684429736,6.06E-06,1.68E-05,2.835550043
26271,1.881468906,-0.153647964,10.42911913,1.16E-19,1.60E-18,33.91224932
27242,1.881445216,-0.069339523,8.722162895,3.79E-15,3.17E-14,23.60990302
29901,1.880727375,-0.148077469,9.421269976,5.67E-17,5.86E-16,27.77054103
10189,1.877890547,-0.130887391,9.621434506,1.68E-17,1.85E-16,28.97863581
54962,1.877693697,-0.155146509,9.558467706,2.46E-17,2.67E-16,28.59788442
55353,1.87732565,-0.090081919,8.664857823,5.33E-15,4.38E-14,23.27347416
493869,1.877216889,-0.036244764,7.503153992,4.40E-12,2.61E-11,16.64379082
11200,1.875087036,-0.143430531,11.40189706,2.66E-22,4.81E-21,39.94162292
4100,1.873953451,-0.180699498,5.54008472,1.25E-07,4.38E-07,6.590357165
7203 /// 101927137,1.873278827,-0.130732614,15.91198665,1.61E-34,1.39E-32,67.90097234
6652,1.873150184,-0.124323847,12.48318853,2.97E-25,7.42E-24,46.69533882
113828,1.87292652,-0.156246328,8.947757072,9.88E-16,8.84E-15,24.94154206
10276,1.871186654,-0.083107383,8.663272835,5.38E-15,4.42E-14,23.26417987
11015,1.870843226,0.017416841,8.347974547,3.45E-14,2.63E-13,21.42752896
113146,1.870503318,-0.028948182,7.34556553,1.06E-11,6.01E-11,15.77693006
220042,1.869898678,-0.137074029,8.492839391,1.47E-14,1.16E-13,22.26829686
55359,1.863069486,-0.081800183,8.7340337,3.54E-15,2.97E-14,23.6796899
6596,1.862807452,-0.127649026,9.517563498,3.16E-17,3.37E-16,28.35088881
2543 /// 2574 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 26749 /// 645051 /// 645073 /// 729396 /// 729408 /// 729422 /// 729428 /// 729431 /// 729442 /// 729447 /// 100008586 /// 100101629 /// 100132399,1.862412247,-0.262587946,4.573386846,9.70E-06,2.61E-05,2.382253755
2786,1.861629839,-0.253709213,7.661512013,1.80E-12,1.12E-11,17.52351835
4841,1.860116918,-0.153436061,10.43748193,1.10E-19,1.52E-18,33.96374523
4103,1.856665163,-0.272810361,5.016712079,1.41E-06,4.29E-06,4.240123977
84216,1.856258984,-0.122413073,8.342903491,3.56E-14,2.70E-13,21.39819622
1734,1.856149463,-0.233547462,9.390531025,6.83E-17,7.04E-16,27.58561804
100288413,1.855966211,-0.211963716,7.481097454,4.98E-12,2.94E-11,16.52193751
28998,1.852464758,-0.109432099,12.87677002,2.49E-26,7.12E-25,49.15589505
28823,1.850244702,0.01208723,4.672083485,6.38E-06,1.77E-05,2.784744151
64946,1.848413315,-0.144753773,11.04255073,2.53E-21,4.14E-20,37.70643636
55093,1.845838969,-0.126918628,12.64392527,1.08E-25,2.84E-24,47.70039616
80010,1.845472109,-0.09995967,10.2606032,3.29E-19,4.31E-18,32.87616503
9955,1.840338102,-0.145430944,7.900219458,4.62E-13,3.08E-12,18.86508959
10460,1.837074158,-0.102314793,10.54276176,5.71E-20,8.17E-19,34.61263472
7167,1.836787013,-0.113234284,13.74471675,1.08E-28,4.00E-27,54.56954397
4320,1.82776484,-0.074669227,9.740870602,8.07E-18,9.26E-17,29.70256515
54821,1.824197327,-0.129644068,12.94716629,1.60E-26,4.65E-25,49.59577348
56915,1.820003221,-0.126514396,12.47487002,3.13E-25,7.77E-24,46.64332166
7163,1.817557829,-0.112276522,9.731629828,8.54E-18,9.75E-17,29.64647666
8317,1.817453149,-0.140671387,7.175512423,2.72E-11,1.48E-10,14.85157995
9603,1.816108565,-0.068515989,8.201973674,8.09E-14,5.92E-13,20.58577143
8508,1.810853041,-0.1561817,14.13653297,9.30E-30,4.00E-28,57.00329268
6785,1.808305813,-0.191774952,7.672954258,1.69E-12,1.05E-11,17.58740812
9407,1.80664809,-0.099628276,5.880745109,2.39E-08,9.19E-08,8.203886509
796,1.804451782,-0.113617528,3.437333632,0.00075277,0.00148057,-1.749582181
810,1.803256889,-0.107794073,7.206883755,2.29E-11,1.25E-10,15.02147915
3225,1.803114102,-0.177781329,8.114688586,1.34E-13,9.57E-13,20.08534002
898,1.802400108,-0.118912711,13.98501357,2.39E-29,9.73E-28,56.06308535
79622,1.802269494,-0.126370808,13.05488849,8.14E-27,2.48E-25,50.26869078
3493 /// 3500 /// 3502 /// 3507 /// 28396,1.800417959,-0.034565868,6.667384001,4.23E-10,2.02E-09,12.15394109
2543 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645051 /// 645073 /// 729396 /// 729408 /// 729422 /// 729428 /// 729431 /// 729442 /// 100008586 /// 100132399,1.799574371,-0.264574454,4.378845908,2.17E-05,5.52E-05,1.608265373
2026,1.798658767,-0.137610333,8.29183356,4.79E-14,3.60E-13,21.10317106
26154,1.7981685,-0.063422872,8.095627475,1.50E-13,1.06E-12,19.97634409
3159,1.797657336,-0.127395015,14.64624136,3.90E-31,1.98E-29,60.15600511
8344,1.797061553,-0.085717704,10.59715227,4.07E-20,5.89E-19,34.94829213
128240,1.796947588,-0.124798105,13.81240688,7.04E-29,2.68E-27,54.99055202
29088,1.796663325,-0.095162599,12.78584615,4.42E-26,1.22E-24,48.58762172
11222,1.79518318,-0.101153316,15.00680384,4.18E-32,2.45E-30,62.37546955
57167,1.794915889,-0.155666347,10.52439959,6.40E-20,9.11E-19,34.49938105
130576,1.793218709,-0.175523609,7.141470757,3.27E-11,1.77E-10,14.6676409
57291,1.792033488,-0.164153094,8.361817094,3.18E-14,2.43E-13,21.50763352
200916,1.789195638,-0.072907543,9.073699993,4.64E-16,4.31E-15,25.68970798
131076,1.788903403,-0.108007939,6.867613076,1.45E-10,7.31E-10,13.20437654
116372,1.787633204,-0.115780911,8.019744894,2.33E-13,1.60E-12,19.54347059
51809,1.784002126,-0.03297417,7.827047476,7.03E-13,4.58E-12,18.45193879
10592,1.783858119,-0.135805391,10.11172689,8.25E-19,1.04E-17,31.9635228
147920,1.779540109,-0.053713256,9.986182344,1.79E-18,2.18E-17,31.19604083
5805,1.776036818,-0.155721416,12.02719032,5.23E-24,1.14E-22,43.84432822
85465,1.767807295,-0.130303616,13.47878744,5.69E-28,1.95E-26,52.91360355
1917,1.76753591,-0.147721702,6.515522325,9.42E-10,4.31E-09,11.36879466
3500 /// 3507,1.767475456,0.003133474,6.214767674,4.46E-09,1.88E-08,9.844886019
51512,1.764810203,-0.148071033,13.19393111,3.40E-27,1.09E-25,51.13684487
55975,1.764078955,-0.084786288,10.81709011,1.03E-20,1.59E-19,36.30828759
1174,1.762181033,-0.13106614,9.207767822,2.07E-16,2.01E-15,26.4896469
1311,1.760910151,-0.015758765,4.273652921,3.33E-05,8.22E-05,1.200692878
80308,1.760688114,-0.116339869,15.11606274,2.13E-32,1.32E-30,63.04607507
653067 /// 653220,1.757573233,-0.050045371,3.880390593,0.000153349,0.000340934,-0.25240858
26047,1.757447723,-0.155114394,7.510992101,4.21E-12,2.50E-11,16.68713364
1058,1.755008696,-0.140830388,13.81243573,7.04E-29,2.68E-27,54.99073137
84262,1.752703508,-0.07960707,11.89177783,1.23E-23,2.58E-22,42.9981998
8607,1.752013405,-0.110208084,10.87673471,7.12E-21,1.12E-19,36.67779431
51303,1.750538686,-0.013827093,6.378375286,1.92E-09,8.50E-09,10.66864089
80097 /// 653784 /// 100616378,1.750359669,-0.120189316,14.21561186,5.68E-30,2.50E-28,57.49347833
55722,1.746511465,-0.119512322,12.05924907,4.27E-24,9.43E-23,44.04469865
28969,1.746193377,-0.075760406,10.76727259,1.41E-20,2.14E-19,35.99987806
672,1.744509989,-0.122496924,13.60553666,2.57E-28,9.16E-27,53.70324102
2575,1.743870902,-0.250132075,4.682795643,6.10E-06,1.69E-05,2.828819807
144455,1.742825249,-0.156220738,11.38695465,2.92E-22,5.25E-21,39.84853979
6732,1.741217895,-0.132705214,15.69599535,6.04E-34,4.82E-32,66.58902091
64208,1.738133532,-0.208832039,6.205918467,4.67E-09,1.96E-08,9.800695818
131,1.736589918,-0.099410993,4.366028971,2.29E-05,5.80E-05,1.55819031
